,Edad,Trabajo,Estado civil,Educacion,Default,Prestamo vivienda,Prestamo personal,Contacto,Mes,Dia de la semana,Cantidad de contactos,Dias,Anterior,Resultado anterior,emp.var.rate,cons.price.idx,cons.conf.idx,euribor3m,nr.employed,y
25030,55,Servicios,casado,basica.9y,no,no,no,celular,aug,thu,3,999,0,inexistente,1.4,93.444,-36.1,4.963,5228.1,no
25031,29,Obrero,casado,curso profesional,no,si,si,celular,nov,thu,3,999,0,inexistente,-0.1,93.2,-42,4.076,5195.8,no
25032,33,Obrero,casado,secundario,no,desconocido,desconocido,celular,apr,mon,5,999,0,inexistente,-1.8,93.075,-47.1,1.405,5099.1,no
25033,52,Ama de casa,casado,basica.6y,no,no,no,celular,aug,tue,1,999,0,inexistente,1.4,93.444,-36.1,4.966,5228.1,no
25034,59,Jubilado,divorciado,basica.4y,no,si,no,telefono,may,wed,3,999,0,inexistente,1.1,93.994,-36.4,4.856,5191,no
25035,44,Administrativo,soltero,universitario,no,si,no,telefono,may,mon,7,999,0,inexistente,1.1,93.994,-36.4,4.857,5191,no
25036,28,Servicios,soltero,secundario,no,si,no,telefono,may,tue,1,999,0,inexistente,1.1,93.994,-36.4,4.857,5191,no
25037,41,Autonomo,casado,universitario,no,no,no,celular,aug,mon,2,999,0,inexistente,1.4,93.444,-36.1,4.965,5228.1,no
25038,30,Obrero,soltero,desconocido,no,no,si,telefono,jun,thu,5,999,0,inexistente,1.4,94.465,-41.8,4.961,5228.1,no
25039,37,Administrativo,casado,secundario,no,si,no,telefono,nov,fri,1,999,0,inexistente,-3.4,92.649,-30.1,0.716,5017.5,no
25040,29,Obrero,casado,basica.9y,no,no,no,celular,may,fri,3,999,1,fallida,-1.8,92.893,-46.2,1.313,5099.1,no
25041,49,Jubilado,casado,secundario,no,no,no,celular,may,mon,3,999,1,fallida,-1.8,92.893,-46.2,1.244,5099.1,no
25042,45,Administrativo,casado,secundario,no,no,si,celular,apr,thu,2,999,1,fallida,-1.8,93.075,-47.1,1.435,5099.1,no
25043,32,Servicios,casado,secundario,no,no,no,telefono,may,tue,1,999,0,inexistente,1.1,93.994,-36.4,4.857,5191,no
25044,50,Servicios,soltero,basica.6y,desconocido,no,no,celular,apr,thu,1,10,1,exitosa,-1.8,93.075,-47.1,1.41,5099.1,no
25045,44,Obrero,casado,basica.6y,no,no,si,celular,may,thu,2,999,0,inexistente,-1.8,92.893,-46.2,1.327,5099.1,no
25046,33,Obrero,casado,secundario,desconocido,no,no,telefono,may,tue,6,999,0,inexistente,-1.8,92.893,-46.2,1.291,5099.1,no
25047,36,Obrero,casado,desconocido,desconocido,no,no,telefono,jun,wed,3,999,0,inexistente,1.4,94.465,-41.8,4.958,5228.1,no
25048,50,Administrativo,casado,secundario,no,si,no,celular,apr,mon,2,999,0,inexistente,-1.8,93.075,-47.1,1.405,5099.1,no
25049,36,Autonomo,casado,basica.6y,desconocido,no,no,celular,aug,mon,7,999,0,inexistente,1.4,93.444,-36.1,4.963,5228.1,no
25050,40,Administrativo,soltero,secundario,no,si,no,celular,may,mon,1,999,0,inexistente,-1.8,92.893,-46.2,1.244,5099.1,no
25051,50,Administrativo,casado,secundario,no,no,no,telefono,jun,mon,2,999,0,inexistente,1.4,94.465,-41.8,4.865,5228.1,no
25052,51,Administrativo,casado,universitario,no,si,no,celular,jul,wed,3,999,0,inexistente,1.4,93.918,-42.7,4.962,5228.1,si
25053,30,desconocido,casado,curso profesional,no,si,no,celular,may,mon,1,999,0,inexistente,-1.8,92.893,-46.2,1.354,5099.1,no
25054,52,Tecnico,casado,secundario,no,no,no,celular,dec,fri,1,999,1,fallida,-3,92.713,-33,0.71,5023.5,si
25055,32,Obrero,casado,basica.4y,desconocido,si,no,telefono,may,fri,2,999,0,inexistente,1.1,93.994,-36.4,4.859,5191,no
25056,35,Servicios,soltero,basica.4y,no,no,no,telefono,may,tue,1,999,0,inexistente,1.1,93.994,-36.4,4.857,5191,no
25057,34,Obrero,divorciado,curso profesional,no,no,si,telefono,may,thu,2,999,0,inexistente,1.1,93.994,-36.4,4.855,5191,no
25058,49,Administrativo,casado,universitario,no,no,no,telefono,jun,wed,2,999,0,inexistente,1.4,94.465,-41.8,4.864,5228.1,no
25059,44,Servicios,divorciado,secundario,desconocido,no,no,telefono,may,wed,1,999,0,inexistente,1.1,93.994,-36.4,4.858,5191,no
25060,54,Autonomo,casado,basica.9y,no,no,si,celular,nov,tue,1,999,0,inexistente,-0.1,93.2,-42,4.153,5195.8,no
25061,40,Tecnico,casado,curso profesional,no,si,no,telefono,jun,mon,1,999,0,inexistente,1.4,94.465,-41.8,4.961,5228.1,no
25062,26,Administrativo,soltero,secundario,desconocido,si,no,celular,jul,thu,3,999,0,inexistente,1.4,93.918,-42.7,4.958,5228.1,no
25063,45,Autonomo,divorciado,universitario,no,no,si,celular,may,fri,1,999,0,inexistente,-1.8,92.893,-46.2,1.25,5099.1,no
25064,40,Gerente,casado,universitario,desconocido,si,no,celular,jul,mon,34,999,0,inexistente,1.4,93.918,-42.7,4.96,5228.1,no
25065,25,Administrativo,soltero,secundario,no,no,no,celular,jul,wed,2,999,0,inexistente,1.4,93.918,-42.7,4.963,5228.1,no
25066,29,Administrativo,soltero,universitario,no,si,no,celular,aug,fri,2,999,0,inexistente,1.4,93.444,-36.1,4.964,5228.1,no
25067,36,Administrativo,casado,secundario,no,si,no,telefono,may,tue,1,999,0,inexistente,1.1,93.994,-36.4,4.857,5191,no
25068,43,Administrativo,divorciado,basica.9y,no,si,no,celular,may,mon,1,999,1,fallida,-1.8,92.893,-46.2,1.299,5099.1,no
25069,41,Obrero,casado,basica.9y,no,no,no,telefono,may,tue,2,999,0,inexistente,1.1,93.994,-36.4,4.857,5191,no
25070,23,Obrero,soltero,basica.9y,no,si,no,celular,jul,thu,4,999,0,inexistente,1.4,93.918,-42.7,4.963,5228.1,no
25071,36,Administrativo,soltero,universitario,no,no,si,celular,aug,tue,4,999,0,inexistente,1.4,93.444,-36.1,4.966,5228.1,no
25072,29,Administrativo,soltero,universitario,no,no,no,celular,apr,fri,1,999,0,inexistente,-1.8,93.075,-47.1,1.405,5099.1,si
25073,46,Administrativo,casado,secundario,no,desconocido,desconocido,celular,aug,thu,2,999,0,inexistente,1.4,93.444,-36.1,4.962,5228.1,no
25074,34,Administrativo,casado,secundario,desconocido,si,no,celular,may,fri,2,999,2,fallida,-1.8,92.893,-46.2,1.313,5099.1,no
25075,29,Obrero,soltero,basica.9y,no,si,no,telefono,may,fri,2,999,0,inexistente,1.1,93.994,-36.4,4.859,5191,no
25076,45,Gerente,casado,basica.9y,no,si,no,telefono,jun,fri,4,999,0,inexistente,1.4,94.465,-41.8,4.959,5228.1,no
25077,46,Servicios,casado,secundario,desconocido,no,no,celular,apr,mon,2,999,1,fallida,-1.8,93.075,-47.1,1.405,5099.1,no
25078,30,Tecnico,soltero,curso profesional,no,si,no,celular,apr,fri,2,999,0,inexistente,-1.8,93.075,-47.1,1.405,5099.1,no
25079,31,Autonomo,soltero,universitario,no,no,no,celular,aug,mon,1,999,2,fallida,-1.7,94.027,-38.3,0.898,4991.6,no
25080,47,Administrativo,soltero,desconocido,desconocido,si,no,telefono,may,tue,1,999,0,inexistente,1.1,93.994,-36.4,4.857,5191,no
25081,36,Administrativo,soltero,universitario,no,si,no,celular,aug,tue,1,999,0,inexistente,1.4,93.444,-36.1,4.963,5228.1,no
25082,66,Jubilado,casado,secundario,no,no,no,celular,mar,tue,1,999,0,inexistente,-1.8,93.369,-34.8,0.646,5008.7,no
25083,34,Administrativo,soltero,secundario,no,si,no,telefono,may,wed,1,999,0,inexistente,1.1,93.994,-36.4,4.857,5191,no
25084,43,Obrero,casado,basica.4y,desconocido,no,no,telefono,jun,thu,1,999,0,inexistente,1.4,94.465,-41.8,4.866,5228.1,no
25085,35,Servicios,casado,basica.9y,no,si,si,celular,jul,wed,6,999,0,inexistente,1.4,93.918,-42.7,4.963,5228.1,no
25086,32,Servicios,soltero,curso profesional,no,si,no,celular,jul,fri,1,999,0,inexistente,1.4,93.918,-42.7,4.957,5228.1,si
25087,23,estudiante,soltero,secundario,no,si,no,celular,jul,tue,2,13,1,exitosa,-2.9,92.469,-33.6,1.044,5076.2,si
25088,36,Tecnico,soltero,universitario,no,si,no,telefono,jun,tue,1,999,0,inexistente,1.4,94.465,-41.8,4.961,5228.1,no
25089,29,Obrero,soltero,basica.6y,no,no,no,celular,jul,thu,1,999,0,inexistente,1.4,93.918,-42.7,4.963,5228.1,no
25090,51,Tecnico,divorciado,curso profesional,no,si,no,celular,aug,thu,3,999,0,inexistente,1.4,93.444,-36.1,4.968,5228.1,no
25091,30,Tecnico,desconocido,universitario,no,no,no,celular,mar,mon,2,11,2,exitosa,-1.8,93.369,-34.8,0.639,5008.7,si
25092,54,Gerente,casado,basica.6y,desconocido,si,si,telefono,may,tue,1,999,0,inexistente,1.1,93.994,-36.4,4.857,5191,no
25093,39,Obrero,soltero,basica.4y,desconocido,no,no,telefono,jul,fri,24,999,0,inexistente,1.4,93.918,-42.7,4.957,5228.1,no
25094,45,Tecnico,divorciado,basica.9y,no,no,no,celular,nov,fri,4,999,0,inexistente,-0.1,93.2,-42,4.021,5195.8,no
25095,33,Servicios,casado,secundario,no,si,no,telefono,may,fri,5,999,0,inexistente,1.1,93.994,-36.4,4.855,5191,no
25096,45,Tecnico,casado,curso profesional,no,no,no,celular,may,thu,1,999,0,inexistente,-1.8,92.893,-46.2,1.327,5099.1,no
25097,26,Gerente,soltero,universitario,no,no,no,telefono,jun,mon,3,999,0,inexistente,1.4,94.465,-41.8,4.865,5228.1,no
25098,38,Administrativo,divorciado,universitario,no,si,no,celular,jul,tue,1,999,0,inexistente,1.4,93.918,-42.7,4.962,5228.1,no
25099,29,Tecnico,soltero,universitario,no,si,no,telefono,aug,thu,3,999,0,inexistente,1.4,93.444,-36.1,4.964,5228.1,no
25100,33,Tecnico,casado,curso profesional,no,no,no,celular,aug,tue,2,999,0,inexistente,1.4,93.444,-36.1,4.963,5228.1,no
25101,33,Administrativo,divorciado,universitario,no,no,no,celular,aug,thu,1,999,0,inexistente,1.4,93.444,-36.1,4.962,5228.1,no
25102,25,Administrativo,casado,universitario,no,no,no,celular,may,mon,1,999,0,inexistente,-1.8,92.893,-46.2,1.299,5099.1,no
25103,48,Obrero,casado,basica.4y,desconocido,si,si,celular,jul,fri,2,999,0,inexistente,1.4,93.918,-42.7,4.963,5228.1,no
25104,33,Ama de casa,divorciado,curso profesional,no,si,no,celular,aug,thu,1,999,0,inexistente,1.4,93.444,-36.1,4.963,5228.1,no
25105,48,Administrativo,soltero,universitario,no,si,no,celular,nov,wed,2,999,0,inexistente,-0.1,93.2,-42,4.12,5195.8,no
25106,46,Autonomo,casado,universitario,no,no,no,celular,jul,mon,3,999,0,inexistente,1.4,93.918,-42.7,4.962,5228.1,no
25107,55,Jubilado,casado,secundario,no,no,no,telefono,may,wed,1,999,0,inexistente,1.1,93.994,-36.4,4.857,5191,no
25108,43,Obrero,casado,basica.9y,no,si,si,celular,jul,tue,2,999,0,inexistente,1.4,93.918,-42.7,4.961,5228.1,no
25109,35,Obrero,casado,secundario,no,si,si,celular,may,tue,1,999,0,inexistente,-1.8,92.893,-46.2,1.291,5099.1,no
25110,43,Tecnico,divorciado,secundario,desconocido,si,no,celular,aug,thu,1,999,0,inexistente,1.4,93.444,-36.1,4.962,5228.1,no
25111,31,Tecnico,casado,universitario,no,desconocido,desconocido,celular,nov,tue,1,999,1,fallida,-0.1,93.2,-42,4.153,5195.8,no
25112,51,Gerente,casado,universitario,no,si,no,telefono,nov,fri,1,999,0,inexistente,-0.1,93.2,-42,4.021,5195.8,no
25113,55,Tecnico,casado,curso profesional,desconocido,no,no,telefono,may,wed,2,999,0,inexistente,1.1,93.994,-36.4,4.857,5191,no
25114,35,estudiante,soltero,universitario,desconocido,no,no,telefono,jun,fri,3,999,0,inexistente,1.4,94.465,-41.8,4.959,5228.1,no
25115,67,Jubilado,casado,basica.4y,no,no,no,celular,aug,mon,2,13,1,exitosa,-1.7,94.027,-38.3,0.898,4991.6,si
25116,55,Administrativo,casado,universitario,desconocido,no,no,celular,aug,wed,1,999,0,inexistente,1.4,93.444,-36.1,4.967,5228.1,no
25117,53,Administrativo,soltero,universitario,no,no,no,celular,apr,thu,1,2,1,exitosa,-1.8,93.075,-47.1,1.365,5099.1,si
25118,32,Administrativo,casado,universitario,no,no,no,celular,may,thu,4,999,0,inexistente,-1.8,92.893,-46.2,1.266,5099.1,no
25119,33,Administrativo,soltero,secundario,desconocido,si,no,telefono,may,mon,2,999,0,inexistente,1.1,93.994,-36.4,4.858,5191,no
25120,54,Administrativo,casado,secundario,no,no,no,celular,apr,mon,1,12,1,exitosa,-1.8,93.749,-34.6,0.643,5008.7,no
25121,33,Obrero,casado,basica.9y,no,si,si,telefono,may,wed,2,999,0,inexistente,1.1,93.994,-36.4,4.859,5191,no
25122,28,Administrativo,soltero,secundario,no,si,no,telefono,jul,thu,1,999,0,inexistente,1.4,93.918,-42.7,4.963,5228.1,no
25123,42,Servicios,casado,secundario,no,si,si,celular,may,wed,2,999,1,fallida,-1.8,92.893,-46.2,1.281,5099.1,no
25124,33,Administrativo,soltero,universitario,no,si,no,telefono,jul,wed,1,999,0,inexistente,1.4,93.918,-42.7,4.962,5228.1,no
25125,27,estudiante,soltero,universitario,no,si,no,celular,jul,thu,1,999,0,inexistente,1.4,93.918,-42.7,4.958,5228.1,no
25126,54,Jubilado,casado,curso profesional,no,si,no,celular,jul,fri,1,999,0,inexistente,1.4,93.918,-42.7,4.962,5228.1,no
25127,54,Administrativo,casado,universitario,no,si,no,celular,jul,tue,2,999,1,fallida,-2.9,92.469,-33.6,0.908,5076.2,no
25128,36,Administrativo,casado,curso profesional,no,no,no,celular,jul,fri,1,999,0,inexistente,1.4,93.918,-42.7,4.957,5228.1,no
25129,34,Administrativo,casado,secundario,no,si,no,celular,aug,tue,5,999,0,inexistente,1.4,93.444,-36.1,4.966,5228.1,no
25130,32,Administrativo,soltero,universitario,no,si,no,celular,nov,fri,1,999,0,inexistente,-0.1,93.2,-42,4.021,5195.8,no
25131,37,Gerente,casado,universitario,no,no,no,celular,aug,wed,2,999,0,inexistente,1.4,93.444,-36.1,4.967,5228.1,si
25132,48,Servicios,casado,secundario,no,si,no,telefono,jun,mon,8,999,0,inexistente,1.4,94.465,-41.8,4.96,5228.1,no
25133,49,Administrativo,soltero,secundario,no,no,no,celular,aug,thu,1,999,0,inexistente,1.4,93.444,-36.1,4.964,5228.1,no
25134,47,Gerente,soltero,universitario,desconocido,no,no,celular,jul,mon,3,999,0,inexistente,1.4,93.918,-42.7,4.962,5228.1,no
25135,43,Tecnico,casado,desconocido,desconocido,si,si,telefono,may,mon,1,999,0,inexistente,1.1,93.994,-36.4,4.857,5191,no
25136,59,Jubilado,casado,basica.9y,no,si,no,celular,aug,mon,6,999,0,inexistente,1.4,93.444,-36.1,4.965,5228.1,no
25137,44,Obrero,soltero,basica.9y,no,si,si,celular,nov,tue,1,999,0,inexistente,-0.1,93.2,-42,4.153,5195.8,no
25138,39,Gerente,casado,universitario,no,no,no,celular,jun,mon,1,999,1,fallida,-1.7,94.055,-39.8,0.72,4991.6,no
25139,49,Gerente,divorciado,universitario,no,no,no,telefono,jun,thu,2,999,0,inexistente,1.4,94.465,-41.8,4.961,5228.1,no
25140,29,Administrativo,soltero,universitario,desconocido,si,no,celular,aug,thu,1,999,0,inexistente,1.4,93.444,-36.1,4.964,5228.1,no
25141,53,Administrativo,casado,secundario,no,no,no,celular,nov,wed,2,999,0,inexistente,-0.1,93.2,-42,4.12,5195.8,no
25142,27,Servicios,soltero,secundario,no,si,no,telefono,jun,wed,1,999,0,inexistente,1.4,94.465,-41.8,4.864,5228.1,no
25143,37,Obrero,casado,basica.4y,no,no,no,telefono,may,thu,2,999,0,inexistente,1.1,93.994,-36.4,4.855,5191,no
25144,61,Administrativo,casado,universitario,desconocido,si,no,celular,jun,wed,2,999,0,inexistente,-2.9,92.963,-40.8,1.26,5076.2,si
25145,44,Autonomo,soltero,universitario,no,no,no,telefono,jun,fri,4,999,0,inexistente,1.4,94.465,-41.8,4.959,5228.1,no
25146,57,Administrativo,divorciado,secundario,no,no,no,celular,sep,tue,1,3,5,exitosa,-1.1,94.199,-37.5,0.877,4963.6,si
25147,45,Autonomo,casado,basica.4y,desconocido,si,no,telefono,may,tue,2,999,0,inexistente,1.1,93.994,-36.4,4.856,5191,no
25148,42,Servicios,casado,secundario,desconocido,si,si,telefono,may,tue,6,999,0,inexistente,1.1,93.994,-36.4,4.857,5191,no
25149,29,Tecnico,soltero,universitario,no,si,si,celular,may,fri,2,999,0,inexistente,-1.8,92.893,-46.2,1.25,5099.1,no
25150,37,Obrero,soltero,basica.9y,desconocido,si,no,telefono,may,wed,1,999,0,inexistente,1.1,93.994,-36.4,4.856,5191,si
25151,40,Tecnico,casado,basica.9y,no,si,no,telefono,may,thu,1,999,0,inexistente,1.1,93.994,-36.4,4.86,5191,no
25152,39,Tecnico,casado,curso profesional,no,si,no,celular,jul,wed,2,999,0,inexistente,1.4,93.918,-42.7,4.962,5228.1,no
25153,33,Servicios,casado,secundario,no,no,no,celular,jul,tue,5,999,0,inexistente,1.4,93.918,-42.7,4.961,5228.1,no
25154,50,Tecnico,divorciado,universitario,desconocido,no,no,celular,aug,mon,2,999,0,inexistente,1.4,93.444,-36.1,4.97,5228.1,no
25155,48,Administrativo,casado,desconocido,desconocido,no,no,celular,nov,tue,2,999,1,fallida,-0.1,93.2,-42,4.153,5195.8,no
25156,60,Jubilado,casado,basica.4y,desconocido,si,no,telefono,may,fri,2,999,0,inexistente,1.1,93.994,-36.4,4.857,5191,no
25157,45,Servicios,soltero,curso profesional,desconocido,no,no,telefono,may,wed,4,999,0,inexistente,1.1,93.994,-36.4,4.857,5191,no
25158,33,Obrero,soltero,basica.4y,no,no,no,telefono,jun,tue,1,999,0,inexistente,1.4,94.465,-41.8,4.961,5228.1,no
25159,37,Administrativo,casado,secundario,no,no,si,telefono,may,fri,3,999,0,inexistente,1.1,93.994,-36.4,4.857,5191,no
25160,35,Tecnico,soltero,secundario,no,no,no,telefono,jun,mon,4,999,0,inexistente,1.4,94.465,-41.8,4.961,5228.1,no
25161,55,Tecnico,casado,universitario,no,no,no,telefono,may,fri,1,999,0,inexistente,1.1,93.994,-36.4,4.857,5191,no
25162,37,Obrero,casado,basica.4y,desconocido,no,no,telefono,may,tue,1,999,0,inexistente,1.1,93.994,-36.4,4.857,5191,no
25163,40,Autonomo,soltero,universitario,no,no,no,celular,aug,mon,1,999,0,inexistente,1.4,93.444,-36.1,4.965,5228.1,no
25164,44,Obrero,casado,basica.9y,desconocido,no,no,telefono,may,thu,2,999,0,inexistente,1.1,93.994,-36.4,4.855,5191,no
25165,52,Gerente,casado,basica.4y,no,no,no,telefono,jun,tue,5,999,0,inexistente,1.4,94.465,-41.8,4.958,5228.1,no
25166,32,Tecnico,casado,secundario,no,si,no,celular,nov,wed,4,999,0,inexistente,-0.1,93.2,-42,4.12,5195.8,no
25167,38,Obrero,casado,basica.9y,no,no,no,celular,nov,thu,1,999,0,inexistente,-0.1,93.2,-42,4.076,5195.8,no
25168,39,Administrativo,casado,secundario,desconocido,si,no,telefono,jun,thu,1,999,0,inexistente,1.4,94.465,-41.8,4.866,5228.1,no
25169,56,Jubilado,casado,universitario,no,si,no,telefono,may,wed,3,999,0,inexistente,1.1,93.994,-36.4,4.857,5191,no
25170,57,Gerente,divorciado,universitario,no,no,no,telefono,may,fri,1,999,0,inexistente,1.1,93.994,-36.4,4.859,5191,no
25171,38,Obrero,casado,basica.6y,no,si,no,celular,jun,fri,1,999,2,fallida,-1.7,94.055,-39.8,0.707,4991.6,no
25172,40,Obrero,soltero,curso profesional,no,si,no,celular,jul,thu,1,999,0,inexistente,1.4,93.918,-42.7,4.962,5228.1,no
25173,37,Administrativo,casado,secundario,no,no,no,telefono,jun,tue,16,999,0,inexistente,1.4,94.465,-41.8,4.961,5228.1,no
25174,33,Tecnico,divorciado,curso profesional,no,si,no,celular,jul,mon,4,999,0,inexistente,1.4,93.918,-42.7,4.962,5228.1,no
25175,49,Tecnico,casado,basica.9y,desconocido,si,no,celular,jul,wed,17,999,0,inexistente,1.4,93.918,-42.7,4.963,5228.1,no
25176,42,Obrero,casado,basica.9y,no,no,no,celular,apr,thu,4,999,0,inexistente,-1.8,93.075,-47.1,1.41,5099.1,no
25177,28,Servicios,soltero,curso profesional,no,no,no,telefono,may,thu,2,999,0,inexistente,-1.8,92.893,-46.2,1.266,5099.1,no
25178,36,Tecnico,casado,curso profesional,no,no,no,celular,aug,mon,3,999,0,inexistente,1.4,93.444,-36.1,4.965,5228.1,si
25179,50,Obrero,soltero,basica.9y,desconocido,si,si,telefono,may,thu,1,999,0,inexistente,1.1,93.994,-36.4,4.855,5191,no
25180,30,Administrativo,soltero,universitario,no,si,no,celular,may,mon,2,999,1,fallida,-1.8,92.893,-46.2,1.299,5099.1,no
25181,33,Administrativo,divorciado,secundario,no,si,no,telefono,may,wed,2,999,0,inexistente,1.1,93.994,-36.4,4.856,5191,no
25182,24,Administrativo,soltero,secundario,no,si,no,celular,may,wed,2,999,0,inexistente,-1.8,92.893,-46.2,1.281,5099.1,no
25183,34,Obrero,soltero,basica.6y,no,si,no,celular,may,wed,3,999,0,inexistente,-1.8,92.893,-46.2,1.281,5099.1,no
25184,48,Obrero,casado,basica.6y,no,no,no,celular,aug,fri,4,999,0,inexistente,1.4,93.444,-36.1,4.963,5228.1,no
25185,38,Administrativo,soltero,secundario,no,si,no,celular,apr,fri,1,999,2,fallida,-1.8,93.075,-47.1,1.405,5099.1,no
25186,45,Empresario,casado,basica.4y,desconocido,si,no,telefono,may,tue,1,999,0,inexistente,1.1,93.994,-36.4,4.857,5191,no
25187,48,Ama de casa,casado,basica.6y,desconocido,no,no,celular,aug,fri,8,999,0,inexistente,1.4,93.444,-36.1,4.966,5228.1,no
25188,27,Tecnico,casado,universitario,no,si,no,celular,may,fri,3,999,0,inexistente,-1.8,92.893,-46.2,1.25,5099.1,no
25189,37,Administrativo,casado,secundario,no,si,no,celular,apr,thu,1,2,1,exitosa,-1.8,93.075,-47.1,1.365,5099.1,no
25190,41,Tecnico,casado,universitario,no,si,no,celular,aug,mon,1,999,0,inexistente,1.4,93.444,-36.1,4.97,5228.1,no
25191,34,Obrero,casado,basica.9y,desconocido,si,si,telefono,may,fri,4,999,1,fallida,-1.8,92.893,-46.2,1.313,5099.1,no
25192,40,Tecnico,soltero,curso profesional,no,si,no,celular,aug,wed,1,999,0,inexistente,1.4,93.444,-36.1,4.964,5228.1,no
25193,34,Servicios,divorciado,secundario,no,si,si,celular,apr,wed,1,999,1,fallida,-1.8,93.075,-47.1,1.445,5099.1,no
25194,24,Servicios,soltero,secundario,no,si,si,telefono,jun,mon,2,999,0,inexistente,1.4,94.465,-41.8,4.961,5228.1,no
25195,24,Administrativo,soltero,secundario,no,no,no,celular,jul,mon,1,14,1,exitosa,-1.7,94.215,-40.3,0.827,4991.6,si
25196,38,Servicios,casado,basica.9y,no,no,no,telefono,may,wed,1,999,0,inexistente,1.1,93.994,-36.4,4.858,5191,no
25197,43,Administrativo,casado,curso profesional,desconocido,si,no,celular,jul,thu,2,999,0,inexistente,1.4,93.918,-42.7,4.968,5228.1,no
25198,40,Tecnico,casado,universitario,no,no,no,telefono,may,fri,3,999,0,inexistente,1.1,93.994,-36.4,4.855,5191,no
25199,49,Tecnico,casado,curso profesional,no,no,no,celular,aug,mon,2,999,0,inexistente,1.4,93.444,-36.1,4.965,5228.1,no
25200,26,Administrativo,casado,secundario,no,no,no,celular,jun,wed,5,999,0,inexistente,-1.7,94.055,-39.8,0.767,4991.6,si
25201,45,Servicios,casado,secundario,desconocido,si,no,telefono,may,wed,2,999,0,inexistente,1.1,93.994,-36.4,4.856,5191,no
25202,29,Administrativo,soltero,universitario,no,si,no,celular,oct,mon,2,999,0,inexistente,-3.4,92.431,-26.9,0.731,5017.5,no
25203,35,Administrativo,divorciado,secundario,no,no,si,telefono,jun,mon,15,999,0,inexistente,1.4,94.465,-41.8,4.96,5228.1,no
25204,36,Administrativo,soltero,universitario,no,no,no,celular,mar,mon,1,999,0,inexistente,-1.8,93.369,-34.8,0.652,5008.7,si
25205,37,Gerente,casado,universitario,no,no,no,telefono,may,fri,4,999,0,inexistente,1.1,93.994,-36.4,4.859,5191,no
25206,41,Tecnico,casado,curso profesional,desconocido,si,no,telefono,jun,mon,11,999,0,inexistente,1.4,94.465,-41.8,4.865,5228.1,no
25207,46,Obrero,soltero,basica.4y,desconocido,si,no,telefono,jul,wed,6,999,0,inexistente,1.4,93.918,-42.7,4.957,5228.1,no
25208,38,Obrero,casado,basica.6y,desconocido,no,no,telefono,jun,thu,2,999,0,inexistente,1.4,94.465,-41.8,4.961,5228.1,si
25209,34,Administrativo,desconocido,universitario,no,si,no,celular,jul,thu,1,999,0,inexistente,1.4,93.918,-42.7,4.958,5228.1,no
25210,38,Tecnico,soltero,universitario,no,si,no,telefono,may,wed,2,999,0,inexistente,1.1,93.994,-36.4,4.856,5191,no
25211,25,estudiante,soltero,secundario,no,si,no,celular,apr,wed,1,999,0,inexistente,-1.8,93.075,-47.1,1.445,5099.1,si
25212,40,Tecnico,divorciado,curso profesional,no,si,no,celular,jul,tue,2,999,0,inexistente,1.4,93.918,-42.7,4.962,5228.1,no
25213,47,Gerente,casado,universitario,no,no,no,celular,aug,thu,1,999,0,inexistente,1.4,93.444,-36.1,4.968,5228.1,no
25214,65,Jubilado,casado,basica.4y,no,si,no,celular,oct,wed,1,3,3,exitosa,-1.1,94.601,-49.5,1.043,4963.6,si
25215,38,Gerente,casado,universitario,no,si,no,celular,nov,thu,1,999,0,inexistente,-0.1,93.2,-42,4.076,5195.8,no
25216,43,Tecnico,casado,curso profesional,no,no,no,celular,may,thu,1,999,1,fallida,-1.8,93.876,-40,0.699,5008.7,si
25217,36,Autonomo,casado,universitario,no,no,no,telefono,may,fri,1,999,0,inexistente,1.1,93.994,-36.4,4.855,5191,no
25218,24,Administrativo,soltero,universitario,no,si,no,telefono,jun,tue,21,999,0,inexistente,1.4,94.465,-41.8,4.961,5228.1,no
25219,38,Empresario,casado,basica.9y,no,si,si,celular,may,fri,3,999,0,inexistente,-1.8,92.893,-46.2,1.25,5099.1,no
25220,39,Tecnico,soltero,curso profesional,no,si,no,telefono,jun,mon,4,999,0,inexistente,1.4,94.465,-41.8,4.947,5228.1,no
25221,42,Administrativo,casado,universitario,no,no,no,celular,aug,wed,2,999,0,inexistente,1.4,93.444,-36.1,4.967,5228.1,no
25222,31,Administrativo,casado,universitario,no,si,no,telefono,may,fri,2,999,0,inexistente,1.1,93.994,-36.4,4.859,5191,no
25223,41,Servicios,casado,secundario,no,desconocido,desconocido,telefono,jun,wed,1,999,0,inexistente,1.4,94.465,-41.8,4.962,5228.1,si
25224,48,Administrativo,casado,universitario,no,no,no,celular,nov,fri,1,999,0,inexistente,-0.1,93.2,-42,4.021,5195.8,no
25225,31,Tecnico,divorciado,secundario,no,no,no,celular,may,mon,1,999,1,fallida,-1.8,92.893,-46.2,1.244,5099.1,no
25226,40,Tecnico,casado,basica.9y,desconocido,si,no,telefono,jun,thu,2,999,0,inexistente,1.4,94.465,-41.8,4.866,5228.1,no
25227,47,Obrero,casado,basica.9y,no,si,no,telefono,may,thu,7,999,0,inexistente,1.1,93.994,-36.4,4.855,5191,no
25228,45,Gerente,casado,universitario,no,no,no,celular,nov,tue,2,999,0,inexistente,-0.1,93.2,-42,4.153,5195.8,no
